column	type	label	min	max
oral_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oral anticoagulant 1 to 10 years prior to index date	10554	21493
antiplatelet	numeric	Flag: Ever have a PRODCODE for antiplatelet drug 1 to 10 years prior to index date	0	1
antiplatelet_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antiplatelet drug 1 to 10 years prior to index date	10461	21346
statins	numeric	Flag: Ever have a PRODCODE for statin 1 to 10 years prior to index date	0	1
statins_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for statin 1 to 10 years prior to index date	11175	21353
alphaadreno	numeric	Flag: Ever have a PRODCODE for alpha-adrenoceptor blocking drug 1 to 10 years prior to index date	0	1
alphaadreno_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for alpha-adrenoceptor blocking drug 1 to 10 years prior to index date	10808	21133
lipid	numeric	Flag: Ever have a PRODCODE for lipid lowering drug 1 to 10 years prior to index date	0	1
lipid_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for lipid lowering drug 1 to 10 years prior to index date	10933	20851
saba	numeric	Flag: Ever have a PRODCODE for SABA 1 to 10 years prior to index date	0	1
saba_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for SABA 1 to 10 years prior to index date	10498	21374
laba	numeric	Flag: Ever have a PRODCODE for LABA 1 to 10 years prior to index date	0	1
laba_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for LABA 1 to 10 years prior to index date	11455	20867
antimusc	numeric	Flag: Ever have a PRODCODE for antimuscarinic bronchodilators 1 to 10 years prior to index date	0	1
antimusc_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antimuscarinic bronchodilators 1 to 10 years prior to index date	10923	20881
corticoster	numeric	Flag: Ever have a PRODCODE for corticosteroids for respiratory conditions 1 to 10 years prior to index date	0	1
corticoster_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for corticosteroids for respiratory conditions 1 to 10 years prior to index date	10595	21200
nonsed	numeric	Flag: Ever have a PRODCODE for non-sedating antihistamines 1 to 10 years prior to index date	0	1
nonsed_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for non-sedating antihistamines 1 to 10 years prior to index date	10756	21426
sedating	numeric	Flag: Ever have a PRODCODE for sedating antihistamines 1 to 10 years prior to index date	0	1
sedating_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for sedating antihistamines 1 to 10 years prior to index date	10714	21300
mucolyt	numeric	Flag: Ever have a PRODCODE mucolytics for 1 to 10 years prior to index date	0	1
mucolyt_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE mucolytics for 1 to 10 years prior to index date	10407	21234
systemicn	numeric	Flag: Ever have a PRODCODE for systemic nasal decongestants 1 to 10 years prior to index date	0	1
systemicn_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for systemic nasal decongestants 1 to 10 years prior to index date	10403	21040
respmisc	numeric	Flag: Ever have a PRODCODE for miscellaneous respiratory drugs 1 to 10 years prior to index date	0	1
respmisc_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for miscellaneous respiratory drugs 1 to 10 years prior to index date	12172	20495
nonbenz	numeric	Flag: Ever have a PRODCODE for hypnotics 1 to 10 years prior to index date	0	1
nonbenz_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for hypnotics 1 to 10 years prior to index date	11381	21427
antipsyc_1	numeric	Flag: Ever have a PRODCODE for first generation antipsychotics 1 to 10 years prior to index date	0	1
antipsyc_1_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for first generation antipsychotics 1 to 10 years prior to index date	10422	21010
antipsyc_2	numeric	Flag: Ever have a PRODCODE for second generation antipsychotics 1 to 10 years prior to index date	0	1
antipsyc_2_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for second generation antipsychotics 1 to 10 years prior to index date	12543	21164
tricyclic	numeric	Flag: Ever have a PRODCODE for tricyclic 1 to 10 years prior to index date	0	1
tricyclic_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for tricyclic 1 to 10 years prior to index date	10737	21292
ssri	numeric	Flag: Ever have a PRODCODE for SSRI 1 to 10 years prior to index date	0	1
ssri_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for SSRI 1 to 10 years prior to index date	11067	21438
otheranti	numeric	Flag: Ever have a PRODCODE for other antidepressant 1 to 10 years prior to index date	0	1
otheranti_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for other antidepressant 1 to 10 years prior to index date	11333	21264
nausea	numeric	Flag: Ever have a PRODCODE for drug used in nausea/vertigo 1 to 10 years prior to index date	0	1
nausea_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for drug used in nausea/vertigo 1 to 10 years prior to index date	10422	21217
nonopioid	numeric	Flag: Ever have a PRODCODE for non-opioid 1 to 10 years prior to index date	0	1
nonopioid_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for non-opioid 1 to 10 years prior to index date	10181	21427
opioid	numeric	Flag: Ever have a PRODCODE for opioid 1 to 10 years prior to index date	0	1
opioid_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for opioid 1 to 10 years prior to index date	10896	21234
migraine	numeric	Flag: Ever have a PRODCODE for migraine drug 1 to 10 years prior to index date	0	1
migraine_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for migraine drug 1 to 10 years prior to index date	10639	21089
epilep_drug	numeric	Flag: Ever have a PRODCODE for epilepsy drug 1 to 10 years prior to index date	0	1
epilep_drug_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for epilepsy drug 1 to 10 years prior to index date	10634	21223
parkinsons	numeric	Flag: Ever have a PRODCODE for Parkinsons drug 1 to 10 years prior to index date	0	1
parkinsons_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for Parkinsons drug 1 to 10 years prior to index date	10588	21364
benzo	numeric	Flag: Ever have a PRODCODE for benzodiazepines 1 to 10 years prior to index date	0	1
benzo_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for benzodiazepines 1 to 10 years prior to index date	10498	21353
compound	numeric	Flag: Ever have a PRODCODE for non-opioid/compound analgesic 1 to 10 years prior to index date	0	1
compound_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for non-opioid/compound analgesic 1 to 10 years prior to index date	10114	21385
neuropath	numeric	Flag: Ever have a PRODCODE for neuropathid pain drug 1 to 10 years prior to index date	0	1
neuropath_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for neuropathid pain drug 1 to 10 years prior to index date	13102	21188
penicillin	numeric	Flag: Ever have a PRODCODE for penicillin 1 to 10 years prior to index date	0	1
penicillin_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for penicillin 1 to 10 years prior to index date	10130	21348
cephalosporins	numeric	Flag: Ever have a PRODCODE for cephalosporins 1 to 10 years prior to index date	0	1
cephalosporins_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for cephalosporins 1 to 10 years prior to index date	10643	20954
tetracyclines	numeric	Flag: Ever have a PRODCODE for tetracyclines 1 to 10 years prior to index date	0	1
tetracyclines_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for tetracyclines 1 to 10 years prior to index date	10498	21433
macrolides	numeric	Flag: Ever have a PRODCODE for macrolides 1 to 10 years prior to index date	0	1
macrolides_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for macrolides 1 to 10 years prior to index date	10403	21251
sulpho	numeric	Flag: Ever have a PRODCODE for sulphonamides 1 to 10 years prior to index date	0	1
sulpho_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for sulphonamides 1 to 10 years prior to index date	10581	21430
metro	numeric	Flag: Ever have a PRODCODE for metronidazole 1 to 10 years prior to index date	0	1
metro_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for metronidazole 1 to 10 years prior to index date	11093	21242
quinolones	numeric	Flag: Ever have a PRODCODE for quinolones 1 to 10 years prior to index date	0	1
quinolones_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for quinolones 1 to 10 years prior to index date	10885	21165
nitrofur	numeric	Flag: Ever have a PRODCODE for nitrofurantoin 1 to 10 years prior to index date	0	1
nitrofur_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for nitrofurantoin 1 to 10 years prior to index date	10960	21438
antifungal	numeric	Flag: Ever have a PRODCODE for antifungal 1 to 10 years prior to index date	0	1
antifungal_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antifungal 1 to 10 years prior to index date	11053	21194
herpes	numeric	Flag: Ever have a PRODCODE for herpes drug 1 to 10 years prior to index date	0	1
herpes_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for herpes drug 1 to 10 years prior to index date	11166	21389
corticosteroid	numeric	Flag: Ever have a PRODCODE for corticosteroid 1 to 10 years prior to index date	0	1
corticosteroid_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for corticosteroid 1 to 10 years prior to index date	10498	21405
insulins	numeric	Flag: Ever have a PRODCODE for insulins 1 to 10 years prior to index date	0	1
insulins_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for insulins 1 to 10 years prior to index date	10783	21153
sulphon	numeric	Flag: Ever have a PRODCODE for sulphonylureas 1 to 10 years prior to index date	0	1
sulphon_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for sulphonylureas 1 to 10 years prior to index date	10657	21222
biguanides	numeric	Flag: Ever have a PRODCODE for biguanides 1 to 10 years prior to index date	0	1
biguanides_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for biguanides 1 to 10 years prior to index date	10405	21346
metformin	numeric	Flag: Ever have a PRODCODE for metformin 1 to 10 years prior to index date	0	1
metformin_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for metformin 1 to 10 years prior to index date	10405	21346
otherantidiab	numeric	Flag: Ever have a PRODCODE for other antidiabetic drugs 1 to 10 years prior to index date	0	1
otherantidiab_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for other antidiabetic drugs 1 to 10 years prior to index date	13047	21172
thyroidhorm	numeric	Flag: Ever have a PRODCODE for thyroid hormones 1 to 10 years prior to index date	0	1
thyroidhorm_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for thyroid hormones 1 to 10 years prior to index date	10541	21474
antithy	numeric	Flag: Ever have a PRODCODE for antithyroid drugs 1 to 10 years prior to index date	0	1
antithy_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for antithyroid drugs 1 to 10 years prior to index date	10875	20676
oestrogen	numeric	Flag: Ever have a PRODCODE for oestrogen/HRT 1 to 10 years prior to index date	0	1
oestrogen_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oestrogen/HRT 1 to 10 years prior to index date	10622	21371
bisphos	numeric	Flag: Ever have a PRODCODE for bisphosphonates 1 to 10 years prior to index date	0	1
bisphos_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for bisphosphonates 1 to 10 years prior to index date	11676	21342
progest	numeric	Flag: Ever have a PRODCODE for progesterones 1 to 10 years prior to index date	0	1
progest_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for progesterones 1 to 10 years prior to index date	10701	21174
combined	numeric	Flag: Ever have a PRODCODE for combined hormonal contraceptives 1 to 10 years prior to index date	0	1
combined_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for combined hormonal contraceptives 1 to 10 years prior to index date	11122	21291
urinary	numeric	Flag: Ever have a PRODCODE for urinary incontinence drugs 1 to 10 years prior to index date	0	1
urinary_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for urinary incontinence drugs 1 to 10 years prior to index date	10968	21182
phospho	numeric	Flag: Ever have a PRODCODE for phosphodiesterase 1 to 10 years prior to index date	0	1
phospho_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for phosphodiesterase 1 to 10 years prior to index date	13242	21227
immunes	numeric	Flag: Ever have a PRODCODE for immunosuppressants 1 to 10 years prior to index date	0	1
immunes_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for immunosuppressants 1 to 10 years prior to index date	13304	20565
oraliron	numeric	Flag: Ever have a PRODCODE for oral iron 1 to 10 years prior to index date	0	1
oraliron_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oral iron 1 to 10 years prior to index date	10790	21277
megaloblast	numeric	Flag: Ever have a PRODCODE for megaloblast 1 to 10 years prior to index date	0	1
megaloblast_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for megaloblast 1 to 10 years prior to index date	10701	21451
potassium	numeric	Flag: Ever have a PRODCODE for oral potassium 1 to 10 years prior to index date	0	1
potassium_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oral potassium 1 to 10 years prior to index date	10731	20985
calcium	numeric	Flag: Ever have a PRODCODE for calcium 1 to 10 years prior to index date	0	1
calcium_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for calcium 1 to 10 years prior to index date	11108	20369
vitaminb	numeric	Flag: Ever have a PRODCODE for vitamin B 1 to 10 years prior to index date	0	1
vitaminb_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for vitamin B 1 to 10 years prior to index date	10926	21129
vitamind	numeric	Flag: Ever have a PRODCODE for vitamin D 1 to 10 years prior to index date	0	1
vitamind_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for vitamin D 1 to 10 years prior to index date	11025	21313
multivit	numeric	Flag: Ever have a PRODCODE for multivitamin 1 to 10 years prior to index date	0	1
multivit_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for multivitamin 1 to 10 years prior to index date	10938	21005
calciumd	numeric	Flag: Ever have a PRODCODE for calcium/vitamin D 1 to 10 years prior to index date	0	1
calciumd_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for calcium/vitamin D 1 to 10 years prior to index date	13991	21313
nsaids	numeric	Flag: Ever have a PRODCODE for NSAIDS 1 to 10 years prior to index date	0	1
nsaids_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for NSAIDS 1 to 10 years prior to index date	10181	21367
goutdrug	numeric	Flag: Ever have a PRODCODE for gout drug 1 to 10 years prior to index date	0	1
goutdrug_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for gout drug 1 to 10 years prior to index date	10684	21377
nasal	numeric	Flag: Ever have a PRODCODE for corticosteroid used in nasal allergy 1 to 10 years prior to index date	0	1
nasal_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for corticosteroid used in nasal allergy 1 to 10 years prior to index date	10668	21382
nasal2	numeric	Flag: Ever have a PRODCODE for drugs used in nasal allergy 1 to 10 years prior to index date	0	1
nasal2_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for drugs used in nasal allergy 1 to 10 years prior to index date	11742	17286
sympath	numeric	Flag: Ever have a PRODCODE for sympathomimetics 1 to 10 years prior to index date	0	1
sympath_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for sympathomimetics 1 to 10 years prior to index date	11161	21160
orophar	numeric	Flag: Ever have a PRODCODE for oropharyngeal drugs 1 to 10 years prior to index date	0	1
orophar_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for oropharyngeal drugs 1 to 10 years prior to index date	11283	21097
antiinfect	numeric	Flag: Ever have a PRODCODE for anti-infective drugs 1 to 10 years prior to index date	0	1
antiinfect_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for anti-infective drugs 1 to 10 years prior to index date	12327	21299
vaccines	numeric	Flag: Ever have a PRODCODE for vaccines 1 to 10 years prior to index date	0	1
vaccines_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for vaccines 1 to 10 years prior to index date	10596	20030
influenza	numeric	Flag: Ever have a PRODCODE for influenza vaccine 1 to 10 years prior to index date	0	1
influenza_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for influenza vaccine 1 to 10 years prior to index date	10525	20735
hepa	numeric	Flag: Ever have a PRODCODE for hepatitis A 1 to 10 years prior to index date	0	1
hepa_date	numeric	1st Prodcode Event Date: Ever have a PRODCODE for hepatitis A 1 to 10 years prior to index date	11953	21242
pneumo	numeric	Flag: Ever have a PRODCODE for pneumoccocal vaccine 1 to 10 years prior to index date	0	1
